Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Review Text,Review Length,Rating Segment,Contradiction Type,Is Contradiction,GMM Cluster,Cluster Confidence,Cluster Uncertainty,Segment Name,Age Group,GMM Log Density,Density Anomaly,Low Confidence Anomaly,Age_Extreme,Positive_Feedback_Count_Extreme,Review_Length_Extreme,Extreme Feature Count,Density Rarity Score,Anomaly Score,Final Anomaly,Anomaly Type
479,52,2,1,5,General,Bottoms,Shorts,"Beware. white is not white. white is more cream, off-white, light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute, but not white. i bought them to wear with the nautical look tops for this summer, but unfortunately, creamy colored shorts don't do much for navy/white tops.also, the button is very difficult to open/close.otherwise they are ok.",69,Negative,Low Rating - Recommended,1,7,1.0,0.0,Critical but Recommending,50-59,-4.343907110703254,0,0,0,0,0,0,0.9875244826705272,0.6937622413352635,1,Rating-Recommendation Contradiction
481,59,4,0,1,General Petite,Bottoms,Pants,"Hahaha! as gorgeous as this piece is, i look absolutely ridiculous in it. i am 5'7'' 115 lbs but have a long torso and so the crotch area is, well, a little unflattering to say the least:) i am really sad because i shy away from shorts due to my year round pale skin, but this fabric and color worked really well for me. the length of the shorts is also nice and the back is beautiful! i've never had a romper and i was truly hoping this one would be the one for me. it is all round perfect...if you",101,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-4.256965106484174,0,0,0,0,0,0,0.9869283828663885,0.6934641914331943,1,Rating-Recommendation Contradiction
867,46,2,1,5,General,Tops,Knits,This blouse is beautiful and i saw someone wearing it and she looked great. i went and bought this to wear for a holiday party and it is not for people with any sort of chest! it looked ridiculous on me as the pleats started right at the bra line and caused the blouse to tent out in both directions! however - looks super cute on those more on the flat-chested side!,72,Negative,Low Rating - Recommended,1,7,1.0,0.0,Critical but Recommending,40-49,-4.253884957747431,0,0,0,0,0,0,0.9868432257515115,0.6934216128757558,1,Rating-Recommendation Contradiction
1030,44,2,1,4,General,Bottoms,Jeans,These look nothing like the picture! they are super high-waisted & longer than they look in this picture. i felt as if i was wearing a pair of jeans from the 90's that just fit terribly. i thought they were going to be a pair of cropped wide legs & they are far from it. the color was also much lighter than shown in picture. super unflattering & just not for me. they're going back...,75,Negative,Low Rating - Recommended,1,7,1.0,0.0,Critical but Recommending,40-49,-4.247351882214845,0,0,0,0,0,0,0.9867580686366346,0.6933790343183173,1,Rating-Recommendation Contradiction
1094,57,4,0,5,General Petite,Dresses,Dresses,"This dress runs waaaay small. i would have too size up at least 2 sizes. while it is a beautiful color, it is an extremely stiff dress. returning!",28,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-4.244210452618532,0,0,0,0,0,0,0.9866729115217576,0.6933364557608788,1,Rating-Recommendation Contradiction
877,38,2,1,3,General,Tops,Knits,"This really was nothing special. for $68 there are much cuter tops at retailer. it wasn't particularly flattering as it was very boxy, so it added volume. it was soft and felt like decent quality which was nice. i agree with another reviewer that the ruffles feel too big. overall, this was just a miss for me.",57,Negative,Low Rating - Recommended,1,7,1.0,0.0,Critical but Recommending,30-39,-4.240545673528533,0,0,0,0,0,0,0.9866303329643191,0.6933151664821595,1,Rating-Recommendation Contradiction
1092,22,4,0,1,General,Dresses,Dresses,I love the style of this dress but felt that it didn't look great on. really sad it didn't work out :( felt like it was too short and the drop waist was awkward and looked childish. beautiful fabric and design if it fits you well though!,47,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,18-29,-4.124831687945916,0,0,0,0,0,0,0.9857787618155497,0.6928893809077749,1,Rating-Recommendation Contradiction
872,30,4,0,3,General,Tops,Knits,This top is very cute. but the middle seam in off center near the bottom and cause the top to twist while wearing it. that is annoying.,27,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-4.088895437878115,0,0,0,0,0,0,0.9853529762411649,0.6926764881205825,1,Rating-Recommendation Contradiction
1078,51,4,0,1,General,Dresses,Dresses,I wanted to love this dress but it was too large... and once i washed it (which is recommended) it shrank so i had to return it.,27,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-4.056622819469222,0,0,0,0,0,0,0.9850975048965341,0.6925487524482671,1,Rating-Recommendation Contradiction
1020,33,4,0,1,General Petite,Bottoms,Skirts,"This skirt runs small because of the stitching around the hips. the waist fit fine but the hips were very snug, and i'm relatively slim in the hips.",28,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-4.018222703876848,0,0,0,0,0,0,0.9849271906667803,0.6924635953333902,1,Rating-Recommendation Contradiction
872,64,4,0,2,General Petite,Tops,Knits,"I received this today and will have to send it back. it is super cute and the quality is great. however, you need to wear a bra or a halter bra due to the style which is not a proble, but my 32d chest looked huge in this top so it is going back.",54,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,60-69,-3.9344464968651813,0,0,0,0,0,0,0.9840756195180107,0.6920378097590054,1,Rating-Recommendation Contradiction
1094,56,4,0,1,General,Dresses,Dresses,"I agree with the other reviewers. i ordered 2 of these but had to return both because the zippers didn't work. when i returned them, the saleslady said many people had problems with them.",34,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-3.8662714590288356,0,0,0,0,0,0,0.9833517840415567,0.6916758920207784,1,Rating-Recommendation Contradiction
996,26,4,0,4,General,Bottoms,Skirts,"The skirt has a great cute design and great colors and great shape. but it runs very small and short. this company needs to provide a better fit, and large sizes if they run small.",35,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,18-29,-3.819969772955945,0,0,0,0,0,0,0.9825427914502257,0.6912713957251129,1,Rating-Recommendation Contradiction
1081,24,4,0,7,General Petite,Dresses,Dresses,"I bought the navy version of this dress in the store and thought it looked pretty nice. i am 5'10"" and 145 pounds, and the small fit me great. i think that the dress looks exactly like it does in the pictures, at least for the particular color that i bought; the length comes about mid-thigh, as shown, and i would definitely have worn it to work. after looking in the mirror for a few more days though, i decided to return the dress, because i didn't feel like the shape of it was especially sensati",96,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,18-29,-3.736595998769591,0,0,0,0,0,0,0.9817763774163332,0.6908881887081666,1,Rating-Recommendation Contradiction
829,44,4,0,1,General Petite,Tops,Blouses,I had high hopes for this top. i love the plaid and design but found it too boxy and short. the front was cut too low as well.,28,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,40-49,-3.701884345120673,0,0,0,0,0,0,0.9814783275142638,0.6907391637571318,1,Rating-Recommendation Contradiction
240,25,4,0,1,Initmates,Intimate,Swim,"This was such an adorable print that even though it was a bit pricey i decided to splurge! alas, the fit just wasn't good. it didn't look good on me and bunched up in all the wrong places. sadly, i had to return it. i've bought swimsuits from seafolly before and recommend the brand due to the high quality, unfortunately this particular style just didn't look that good on me.",70,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,18-29,-3.6189718465280087,0,0,0,0,0,0,0.9807544920378097,0.6903772460189048,1,Rating-Recommendation Contradiction
988,25,4,0,2,General,Bottoms,Skirts,"The print of this skirt is so fun. i love how it's styled on the model, and i could see it being very versatile. i decided not to keep it because, mainly, it is pricey and i'm afraid it'll get easily damaged. if i would wear it, i think i'd be worried about sitting on a dirty chair or spilling something on my lap and it being really visible-- and then having to upkeep it through dry cleaning. the fabric's nice and good quality. but honestly, if the skirt were cheaper and the fabric were cotton a",97,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,18-29,-3.5592021090469217,0,0,0,0,0,0,0.9802861279059866,0.6901430639529933,1,Rating-Recommendation Contradiction
1059,67,5,0,0,General,Bottoms,Pants,"Saying that these pants are comfortable would be redundant. they are over & above in comfort. i wear a size 8; and they are right on in sizing. i want to comment on the color/print. to see the green, i had to take the pants by a window with natural light and look closely. that being said, i think the pants take on the color of top one chooses. i walked through my closet with the pants in hand. they match with light grey, periwinkle blue, light sky blue, navy, white, your choice. i do prefer a so",98,Positive,High Rating - Not Recommended,1,2,0.9985308598415237,0.001469140158476323,Dissatisfied Non-Recommenders,60-69,-3.387879678783203,0,0,0,0,0,0,0.977816571574555,0.6892021138189728,1,Rating-Recommendation Contradiction
1086,29,4,0,1,General,Dresses,Dresses,"The pattern and fabric are very nice! i'm usually an 8/m for dresses. it was very narrow across the top (and i have a small chest), but hung very low in the armpit. i guess if you're small up top, this might fit better.",44,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,18-29,-3.375376426802621,0,0,0,0,0,0,0.9776888359022397,0.6888444179511198,1,Rating-Recommendation Contradiction
1077,43,4,0,1,General Petite,Dresses,Dresses,"I hated to send this dress back, but my busty and curvy figure looked bigger and rounder in this dress. sent it back. it is meant for taller and more slender women.",32,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,40-49,-3.340153539019912,0,0,0,0,0,0,0.977177893212978,0.688588946606489,1,Rating-Recommendation Contradiction
1146,56,4,0,1,General Petite,Trend,Trend,"This dress is nice, but it won't do for my purpose. i considered it for a mother of the groom dress, but it's not long enough for me. the dress is pretty, but very sheer and very low cut so it would require opaque undergarments. it's not possible to tell from the pictures how sheer this dress is.",58,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-3.3026060105424193,0,0,0,0,0,0,0.9768372647534701,0.6884186323767351,1,Rating-Recommendation Contradiction
1081,38,4,0,2,General Petite,Dresses,Dresses,I found this dress to be shapeless on (even when the belt was tied). i love the tshirt material and the fact it has short sleeves. it's just too boxy.,30,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-3.286317749484347,0,0,0,0,0,0,0.9767095290811547,0.6883547645405774,1,Rating-Recommendation Contradiction
1096,38,4,0,1,General Petite,Dresses,Dresses,"I wanted to love this dress - everything about it was so beautiful - except the fit , the length, the neckline ... i tried on a 4, 6 and petite 4. i'm 5'5"" 130 32dd - the top of the dress runs small/tight - so i needed to try it on without a bra.
the length on the regular is to the floor/with the petite to my ankles. the print was beautiful and like in the photo, it flowed nicely but there was just too much fabric - maybe it was just the design for me - it did nothing for my figure at all",106,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-3.275604585872779,0,0,0,0,0,0,0.9764540577365239,0.6882270288682619,1,Rating-Recommendation Contradiction
873,38,4,0,1,General,Tops,Knits,This top is perfect for summer. it delivers style without the bulk. the peplum hit perfect for my 5'4 frame. unfortunately it was too low cut in the front. i had to return it.,34,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-3.2668068164728243,0,0,0,0,0,0,0.9763689006216469,0.6881844503108234,1,Rating-Recommendation Contradiction
1091,49,4,0,1,General,Dresses,Dresses,"This is a very cute and warm dress. it is flattering, yet appropriate for work. but i had to send it back for two reasons. the zipper didn't work well. it just wouldn't zip without someone helping me and even then it was very difficult to zip. perhaps it was just the zipper on my dress?

the neck felt like it was strangling me was the other reason i sent it back. if i am not comfortable i will not end up wearing it, so even though i loved the style of it the pragmatics were lacking.",97,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,40-49,-3.263040697923353,0,0,0,0,0,0,0.9763263220642084,0.6881631610321042,1,Rating-Recommendation Contradiction
1079,25,4,0,4,General,Dresses,Dresses,"This dress is so well made, but it's a lot of dress. i think i would have liked it if it were shorter. it felt a little too 50s housewife to me, and i was hoping for a flowing material. it wasn't worth the price to me so i sent it back.",52,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,18-29,-3.245075092904081,0,0,0,0,0,0,0.9758579579323853,0.6879289789661927,1,Rating-Recommendation Contradiction
1180,54,4,0,2,General,Tops,Blouses,"I wish there were be fewer asymmetrical tops in the store. i see many tops i like until i discover they have an asymmetrical hem and are longer in the back, which i do not prefer.",36,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-3.2328202284901497,0,0,0,0,0,0,0.9754321723580005,0.6877160861790003,1,Rating-Recommendation Contradiction
828,56,4,0,4,General,Tops,Blouses,"I loved this top; it reminded me of one i have from retailer from circa 2008 in black and white; however, on this one, the chest area is too big, in both the 14 and 16, and i even found myself tugging downward on the fabric to keep it in place because the waist is elastic and also too big. i probably need a size 12, but then i fear it would be too short-waisted on me, for i am 5'10"". unfortunately, it is not for me. also, the sleeves are much bigger and flouncier than they appear in the photo on t",103,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-3.2168311857133354,0,0,0,0,0,0,0.9753044366856851,0.6876522183428426,1,Rating-Recommendation Contradiction
863,60,4,0,3,General,Tops,Knits,"I really liked this top when i tried it on but as i wore it the bottom of the sleeves stretched out terrible where they looked worn out from wearing over and over, and since this happened with the first wearing and i paid $88.00 i sent it back. if it hadn't been for that it's a comfy and cute casual top",62,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,60-69,-3.20823459513584,0,0,0,0,0,0,0.9751767010133696,0.6875883505066849,1,Rating-Recommendation Contradiction
1065,47,4,0,1,General,Bottoms,Pants,"I received this jumpsuit today in size medium. i am normally a size 4-6. overall, the jumpsuit fit. i am 5' 8.5"" tall and the length was fine if i wore flats. the issue with this jumpsuit is the bottom half. the top jersey wrap part fit great--nice and stretchy, fit nicely on the curves. the problem is that the wrap part stops at your rib cage and the pants begin somewhere way up high, definitely on the rib cage. the gathering of the pants gave me a pooch where i don't have one, but the deal kil",98,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,40-49,-3.1877921269656007,0,0,0,0,0,0,0.9749638082261773,0.6874819041130886,1,Rating-Recommendation Contradiction
830,38,4,0,1,General,Tops,Blouses,"I agree with others that this top runs small. i am usually a 2/4 in retailer tops and the small was very tight around the chest area. however, it looked so cute on! i wanted to buy it so badly, but it just didn't work for me. the design is absolutely adorable but i could not lift my arms without the whole top riding up. they did not have a medium in the store so i couldn't see if a larger size would work. overall, such a cute top, just not appropriate for someone my age or practical for someone ch",101,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-3.1705660495715806,0,0,0,0,0,0,0.9747934939964235,0.6873967469982117,1,Rating-Recommendation Contradiction
960,26,4,0,5,General,Jackets,Jackets,"I was skeptical about the contrasting color details on this blazer, and it turns out i was right to be. this blazer just looks like part of a prep school uniform, both in the colors and the fit, which is very boxy. maybe this is someone's style, but i just don't think it looks good.",55,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,18-29,-3.1582350395574768,0,0,0,0,0,0,0.9745380226517926,0.6872690113258964,1,Rating-Recommendation Contradiction
866,41,4,0,1,General,Tops,Knits,"This is an adorable top, but it just wasn't my style. i'm 40 and felt silly wearing a big bow, but if you can rock this look i'd recommend it. the top is a thin sweatshirt material, not a knit sweater or a thick sweatshirt fabric. it is a cotton rayon blend. the sweatshirt part is cropped, but the striped shirt details come to a good length. the shirt trim is 100% cotton. the fit was true to size. it is a bit loose, not overly fitted, but true to size. it nips in a bit at the waist and then flar",102,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,40-49,-3.1538035120696932,0,0,0,0,0,0,0.9744528655369156,0.6872264327684579,1,Rating-Recommendation Contradiction
1055,56,4,0,3,General Petite,Bottoms,Pants,"This was about to be my first retailer splurge item, but i think i'm not there yet. for the rich price tag, these pants weren't going to be versatile enough for me. they're very light weight and even translucent in sunlight. perfect for a small subset of my days but not going to make the cut for casual friday. that light patch near the r knee is also a pocket- tended to flap open and look about as nonsensical as it is. if you're already on this level good for you! i had to send these back.",97,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-3.1530163722303737,0,0,0,0,0,0,0.9744102869794772,0.6872051434897386,1,Rating-Recommendation Contradiction
1094,47,4,0,1,General Petite,Dresses,Dresses,"This would be a great dress if it was sized correctly. i ordered my usual xs and was shocked at how large it was. sadly the gray/black color is no longer available in xxs (a size i would never typically order) and is not available in petite sizes. i liked the design, the fabric, and the color. if you are lucky enough to be larger than a size xs, i recommend ordering one size smaller than your usual.

for reference, i'm 5'3"", 111 lbs, 28dddd/30ddd, and usual wear a size 0 in dresses and pants (i",96,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,40-49,-3.1470118733273935,0,0,0,0,0,0,0.9741973941922848,0.6870986970961424,1,Rating-Recommendation Contradiction
1075,53,4,0,2,General,Dresses,Dresses,"I tried hard to make this work because it is beautiful, but ended up returning it. first, it is very delicate material - i was terrified trying it on. second, i just couldn't make the drawstring work for me to achieve the fit i wanted. third, it was too low for me and would need a cami over the slip. while i didn't think the colors were as deep as the picture, it was still pretty. i could have possibly gone down a size to fix some of my concerns, but then i know it would have been too short for",101,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-3.1348956747996706,0,0,0,0,0,0,0.9739845014050924,0.6869922507025462,1,Rating-Recommendation Contradiction
1104,38,4,0,1,General Petite,Dresses,Dresses,"This is a very pretty dress. the previous reviewers helped a lot when it came to deciding which size to order. typically i am a 0 or 2, sometimes a 4. in this dress i ordered a 6. that was the perfect size. 

the coloring is cute, unique, and very versatile. for me it wasn't a keeper because the material was soooo heavy, feels like canvas almost. if you're looking for a dress to layer under a chunky sweater on a cold day i imagine this would work. but for me it was a no.",95,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-3.0509487580605974,0,0,0,0,0,0,0.9726219875670612,0.6863109937835306,1,Rating-Recommendation Contradiction
862,53,4,0,1,General Petite,Tops,Knits,"This top would be perfect if not for the large gap in the front where it wraps. the hook and loop just do not work to keep the top closed. love the pink color and the fit otherwise. i am almost always a medium but the small was perfect for me. for reference: 5'6"", 145 lbs, 34dd.",57,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-3.0318714732639727,0,0,0,0,0,0,0.9724942518947458,0.6862471259473729,1,Rating-Recommendation Contradiction
1051,67,5,0,0,General Petite,Bottoms,Pants,"Based on other reviews, i ordered these trousers in my regular size 8 (dark grey) and up one size10 (black motif). the size 8 fit perfectly; and the size 10 are too big (returning). i am not sure what the other reviewers experienced, but size 8 in this brand fits, regardless of style. i also prefer the solid grey, but that is just a personal choice. i felt the black motif trousers looked like pajama bottoms.",76,Positive,High Rating - Not Recommended,1,2,0.9984803132449392,0.0015196867550607562,Dissatisfied Non-Recommenders,60-69,-2.9912741647147763,0,0,0,0,0,0,0.9716852593034148,0.6861465670027196,1,Rating-Recommendation Contradiction
1070,40,4,0,1,General,Bottoms,Pants,"I'm 5'8 - 38""?30""?38"" - i bought these leggings in a size large (blue motif) to wear under a really cozy organic cotton tunic in an attempt to create a sophisticated-looking, comfortable look. when i first it them on they felt like compression leggings and i wondered if they were too small. i wore them for a day and now they are falling down around the waist and the crotch is hanging. i spend so much time trying to hike them back up - i'm not at all comfortable and i doubt i'm looking sophistica",95,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,40-49,-3.017847303278683,0,0,0,0,0,0,0.9722387805501149,0.6861193902750575,1,Rating-Recommendation Contradiction
862,41,4,0,1,General,Tops,Knits,"I purchased the dusty rose. i thought the picture represented the color accurately. the shirt material had a nice thickness and drape. it felt very luxurious. the opening in the front is cut a little low but workable.

in the end i am disappointed in the care information provided by the site. it listed the garment as machine washable but the care label in the garment states it is dry clean only. i would not have purchased it if i would have know that. i am going to have to return it for this rea",95,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,40-49,-3.012009200807354,0,0,0,0,0,0,0.9721110448777995,0.6860555224388998,1,Rating-Recommendation Contradiction
1110,36,4,0,1,General Petite,Dresses,Dresses,"The print was what attracted me to this dress. and the material is soft and comfortable. however, the fit was all wrong for me. it had a great belt in the back, but hung very loosely in the front. it reminded me a little of some of my maternity dresses. maybe sizing down would have helped, but then i feared it wouldn't fit my hips right. this dress may look better on someone who isn't as curvy. it really looks great on the model, but not on me.",88,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.985429639587606,0,0,0,0,0,0,0.9715149450736609,0.6857574725368305,1,Rating-Recommendation Contradiction
868,37,4,0,1,General,Tops,Knits,"This top had so much potential! i bought the striped colorway in an xs, which is my normal size. i am a 32d with an athletic build so the sleeves are tighter on my arms than pictured, although they are adjustable. the top of the shirt fits perfectly, but the bottom is very wide and short. i'm only 5'2"" but it's still just a tad shorter than i'd like. i wish it was slightly more fitted and then it would be perfect. unfortunately, this one is going back.",88,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.9504782956718714,0,0,0,0,0,0,0.9709188452695223,0.6854594226347612,1,Rating-Recommendation Contradiction
818,34,4,0,2,General Petite,Tops,Blouses,"This top does look as pictured, the sleeves hit me the same and the size was true... i just didn't like it... it was shorter than i wanted in length and i just didn't feel like this top was worth the price so it's going back. i feel like i have had shirts with this texture and over time, they just didn't wear as well so i was afraid with 3 kids it wouldn't be a good idea. i paired it with a blazer and it looked great, but on it's on, i don't know, just not for me. for reference, i am 5'8'' 128lb",105,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.937034031169536,0,0,0,0,0,0,0.9707485310397683,0.6853742655198842,1,Rating-Recommendation Contradiction
1095,33,4,0,6,General Petite,Dresses,Dresses,"I ordered this dress to wear for summer weddings this year. i am both surprised and excited that it fits.

i normally wear an 18, sometimes a 16. stores like retailer are a place i go to admire fun cloths, but not to actually shop. i was concerned that the xl was going to be a fake xl- this happens sometimes. a brand only makes clothing up to a 12, so they're xl is really a 12. but not so! i feel like the xl could fit a 16 - 20. the l would probably fit a 16 as well.

this dress fits in",104,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.888689689329749,0,0,0,0,0,0,0.9699821170058759,0.684991058502938,1,Rating-Recommendation Contradiction
451,54,4,0,2,General Petite,Intimate,Lounge,"I wanted to love this dress, and i don't. it is soft, it is flattering on the model, and sits comfortably on the shoulders... until you move. the heaviness of the shoulders pulls the fabric back, causing the drape along the bottom to look odd, and unflattering. so sad- i wore it to lunch with my husband, but felt like i was constantly pulling the shoulders/sleeves back into place... i won't pull it from my closet to wear again, very often.",81,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,50-59,-2.868232769147511,0,0,0,0,0,0,0.9695989099889296,0.6847994549944648,1,Rating-Recommendation Contradiction
168,35,4,0,2,Initmates,Intimate,Sleep,"I tried this top on today because i was really hoping i could get the shorts and robe set. the shirt was softer than i was expecting, but when i tried it on it was an uncomfortable fit. there was some tightness in the armpit area, which is not where i would have expected it to be tight. the rest of it was comfortable and reasonable looseness so i don't think a size up would have been a good option for me. i like the design a lot so i was really disappointed it didn't fit. it is between a lightwe",101,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.810439358050621,0,0,0,0,0,0,0.9683428425444945,0.6841714212722473,1,Rating-Recommendation Contradiction
1081,35,4,0,2,General Petite,Dresses,Dresses,"I tried this on today because when i touched it, it was irresistibly soft. i like the orange, it was a loud orange-and i almost would have preferred some sort of design to it. i did not purchase this because at the end of the day it did not suit my style-it was very plain. i think you could dress it up with the addition of a belt or the right necklace, but i am not usually a fan of buying pieces that do not stand on their own and require an accessory. that said, it was very comfortable and soft",101,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.810439358050621,0,0,0,0,0,0,0.9683428425444945,0.6841714212722473,1,Rating-Recommendation Contradiction
1083,38,4,0,1,General,Dresses,Dresses,"I was planning to order it online but someone returned it to my local store and i tried it on.............. my regular size is 6. i have another byron lars dress size 6 that fits me like a glove. this dress fits beautifully from the waist down. the top part is very loose and at least a size too big. very disappointing. i am not sure if it is just me or this particular dress, but it was not flattering. :(",81,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.8102765080606353,0,0,0,0,0,0,0.9682789747083369,0.6841394873541684,1,Rating-Recommendation Contradiction
840,32,4,0,2,General,Tops,Blouses,"I can't often turn down a white blouse, so this caught my eye online and then in person. i love the concept but found the top to be rather large despite it being an xs. i would have to size down to an xxs, which i'm not certain would be long enough on my 5'7"" frame. there was extra space in the armholes and space around the waist, even factoring in its flowy style. it's not worth it to me to order an xxs online since my store doesn't carry it.",91,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.806760682143855,0,0,0,0,0,0,0.9681512390360214,0.6840756195180107,1,Rating-Recommendation Contradiction
1078,29,4,0,3,General Petite,Dresses,Dresses,"I love this maxi dress. it is fitted up top and very maxi like on the bottom. it was to much fabric for me, the dress made me look heavier than i am. i am 5'9' and 160. i fit in the medium. the dress just didn't do anything for my body type - curvy. i think you need to be fairly lean to look nice in this dress. sadly, i had to return. maeve makes great maxi's, unfortunately they don't fit me correctly.",84,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,18-29,-2.8056648268168,0,0,0,0,0,0,0.968108660478583,0.6840543302392915,1,Rating-Recommendation Contradiction
828,34,4,0,1,General,Tops,Blouses,"Soft, very thin material. perfect for summer but very difficult to wear without a bra because it is so thin it shows quite a bit. the chest is tight but you can adjust the fit by the neck tie. looks exactly like on the model but the cut made me feel wide. had to take it back.",57,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.804791095256716,0,0,0,0,0,0,0.9680660819211445,0.6840330409605723,1,Rating-Recommendation Contradiction
863,35,4,0,5,General,Tops,Knits,"I never write reviews, but i just purchased this top at full price last week in the store. it's not a have to have top just to look at it, but once i put it on i had to have it. it's extremely comfortable and i am able to wear it while running around with my boys and still feel as though i'm put together. 

i've worn this top now 2 times and after the 2nd wear i have 3 holes in the area where the waist line of my jeans sits. the first time i wore this top it was for only and hour or so. what a",109,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,30-39,-2.7911592952539364,0,0,0,0,0,0,0.9676402963467597,0.6838201481733799,1,Rating-Recommendation Contradiction
1086,43,4,0,1,General,Dresses,Dresses,"I thought this shirt dress was adorable but i am 5'8"" with long legs and the sides of the dress were cut just a little too high. nice soft material and i would have kept it if the sides had been an inch longer.",44,Positive,High Rating - Not Recommended,1,6,1.0,0.0,Dissatisfied Non-Recommenders,40-49,-2.7671815937720234,0,0,0,0,0,0,0.9670441965426211,0.6835220982713106,1,Rating-Recommendation Contradiction
776,56,5,0,0,Initmates,Intimate,Legwear,"Yes,you need these, so comfortable - and wash up perfectly - workout, walking or great to sleep in",18,Positive,High Rating - Not Recommended,1,2,0.9995143144568932,0.00048568554310679524,Dissatisfied Non-Recommenders,50-59,-2.667269492000542,0,0,0,0,0,0,0.9645746402111897,0.6823844572142161,1,Rating-Recommendation Contradiction
