Division Name,Department Name,Class Name,Rating,Recommended IND,Clothing ID
General,Tops,Sweaters,4,1,942
General,Dresses,Dresses,5,1,1094
General,Tops,Knits,3,0,854
General,Dresses,Dresses,5,1,1094
General,Jackets,Jackets,5,1,965
General Petite,Bottoms,Skirts,5,1,1008
General,Tops,Knits,5,1,872
General,Bottoms,Jeans,4,1,1030
General Petite,Tops,Fine gauge,4,1,912
General Petite,Tops,Fine gauge,4,1,912
General,Jackets,Jackets,4,1,965
General Petite,Tops,Knits,5,1,872
General,Bottoms,Pants,5,1,1049
General,Bottoms,Jeans,2,0,1030
General Petite,Tops,Knits,5,1,872
General Petite,Tops,Knits,5,1,872
General,Bottoms,Jeans,5,1,1025
General Petite,Tops,Knits,4,1,872
General Petite,Tops,Knits,4,1,872
General Petite,Tops,Sweaters,2,0,936
General Petite,Bottoms,Skirts,5,1,1008
General,Dresses,Dresses,5,1,1111
General,Jackets,Jackets,5,1,965
General,Tops,Knits,5,1,872
General,Tops,Knits,5,1,872
General,Tops,Knits,4,1,872
General,Bottoms,Pants,5,1,1049
General Petite,Tops,Sweaters,5,1,936
Initmates,Intimate,Layering,5,1,547
Initmates,Intimate,Layering,5,1,547
General,Tops,Knits,4,1,872
General,Bottoms,Jeans,4,1,1025
Initmates,Intimate,Layering,5,1,547
General,Tops,Knits,5,1,872
General,Tops,Knits,5,1,872
General,Jackets,Jackets,5,1,965
General,Tops,Knits,5,1,872
General,Tops,Knits,5,1,872
General Petite,Tops,Sweaters,5,1,936
General,Tops,Knits,5,1,872
General,Jackets,Jackets,5,1,965
General,Bottoms,Pants,3,0,1049
General,Jackets,Jackets,5,1,965
General,Tops,Knits,3,1,872
General,Bottoms,Pants,5,1,1049
General,Jackets,Jackets,4,1,965
General Petite,Bottoms,Jeans,5,1,1025
General Petite,Tops,Sweaters,3,1,936
General,Tops,Fine gauge,3,0,899
General Petite,Bottoms,Skirts,5,1,1008
General Petite,Bottoms,Jeans,5,1,1025
General,Jackets,Jackets,5,1,965
General,Bottoms,Jeans,3,1,1030
General Petite,Tops,Sweaters,5,1,936
General,Jackets,Jackets,4,1,965
General,Dresses,Dresses,3,1,1081
Initmates,Intimate,Lounge,5,1,308
General Petite,Dresses,Dresses,3,1,1080
General,Dresses,Dresses,3,0,1078
General Petite,Tops,Sweaters,3,0,936
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General,Bottoms,Jeans,4,1,1030
General,Tops,Knits,5,1,878
General Petite,Dresses,Dresses,5,1,1080
General,Tops,Blouses,4,1,835
General Petite,Dresses,Dresses,4,1,1080
General,Bottoms,Pants,5,1,1059
General,Bottoms,Pants,4,1,1059
General,Tops,Knits,5,1,878
General,Tops,Blouses,4,1,835
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,5,1,1080
General,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1081
General Petite,Bottoms,Jeans,4,1,1022
General Petite,Dresses,Dresses,4,1,1080
General Petite,Bottoms,Jeans,5,1,1022
General,Tops,Blouses,5,1,835
General,Tops,Knits,5,1,878
General Petite,Dresses,Dresses,3,0,1080
General Petite,Dresses,Dresses,4,0,1080
General Petite,Bottoms,Skirts,5,1,996
General Petite,Dresses,Dresses,3,0,1080
General Petite,Dresses,Dresses,5,1,1080
General,Dresses,Dresses,2,0,1078
General,Dresses,Dresses,5,1,1078
General,Tops,Sweaters,5,1,936
General Petite,Bottoms,Skirts,5,1,996
General,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1078
General,Tops,Sweaters,4,1,936
Initmates,Intimate,Swim,5,1,464
General Petite,Bottoms,Skirts,4,1,996
General Petite,Dresses,Dresses,5,1,1080
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,5,1,1080
General,Dresses,Dresses,3,1,1078
General Petite,Dresses,Dresses,5,1,1080
General,Tops,Sweaters,2,0,936
General,Tops,Blouses,5,1,835
General Petite,Dresses,Dresses,3,1,1080
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,4,1,1078
General Petite,Dresses,Dresses,5,1,1080
General,Tops,Sweaters,3,0,936
Initmates,Intimate,Swim,5,1,613
General,Dresses,Dresses,5,1,1078
General,Tops,Knits,5,1,861
General,Dresses,Dresses,3,0,1091
General,Dresses,Dresses,2,0,1091
General,Dresses,Dresses,1,0,1195
General,Dresses,Dresses,2,0,1091
General,Dresses,Dresses,5,1,1091
General Petite,Dresses,Dresses,4,1,1086
General,Tops,Knits,4,1,861
General,Tops,Knits,4,1,861
General,Dresses,Dresses,4,1,1091
General Petite,Dresses,Dresses,5,1,1086
General,Tops,Knits,5,1,861
General Petite,Dresses,Dresses,5,1,1086
General,Tops,Knits,5,1,861
General,Bottoms,Jeans,5,1,1025
General,Dresses,Dresses,4,0,1091
General,Bottoms,Jeans,5,1,1025
General,Bottoms,Jeans,5,1,1025
General,Dresses,Dresses,5,1,1091
General,Dresses,Dresses,3,0,1091
General,Tops,Knits,1,0,861
General Petite,Dresses,Dresses,2,0,1086
General,Dresses,Dresses,3,0,1195
General,Tops,Blouses,5,1,850
General Petite,Dresses,Dresses,4,1,1086
General,Dresses,Dresses,5,1,1091
General Petite,Jackets,Jackets,4,1,959
General Petite,Dresses,Dresses,3,0,1086
General Petite,Dresses,Dresses,3,0,1086
General,Tops,Knits,3,0,861
General,Dresses,Dresses,3,0,1091
General,Tops,Knits,3,0,868
General,Dresses,Dresses,4,1,1091
General,Dresses,Dresses,5,1,1091
General,Tops,Knits,5,1,861
General,Dresses,Dresses,2,0,1091
General,Dresses,Dresses,5,1,1091
General,Dresses,Dresses,4,1,1091
General,Tops,Knits,3,0,861
General,Tops,Blouses,4,1,850
General,Tops,Knits,4,1,861
General Petite,Tops,Knits,4,1,863
General Petite,Intimate,Lounge,1,0,636
General Petite,Intimate,Lounge,5,1,636
Initmates,Intimate,Sleep,5,1,232
General Petite,Intimate,Lounge,4,1,636
General Petite,Tops,Knits,4,1,863
General Petite,Intimate,Lounge,4,1,636
General Petite,Tops,Knits,5,1,863
Initmates,Intimate,Sleep,1,0,232
General Petite,Intimate,Lounge,4,1,636
General Petite,Tops,Knits,5,1,863
General Petite,Intimate,Lounge,2,0,636
General Petite,Tops,Knits,5,1,863
General Petite,Intimate,Lounge,3,0,636
General Petite,Bottoms,Skirts,3,1,996
Initmates,Intimate,Sleep,5,1,792
General Petite,Bottoms,Skirts,5,1,996
General,Tops,Blouses,5,1,828
General,Tops,Knits,5,1,861
General,Tops,Blouses,3,0,828
General,Tops,Blouses,5,1,819
General,Tops,Blouses,3,1,828
General,Tops,Blouses,1,0,828
General Petite,Bottoms,Skirts,4,1,996
General Petite,Tops,Blouses,4,1,818
General Petite,Bottoms,Skirts,5,1,996
General,Tops,Knits,5,1,861
General Petite,Bottoms,Pants,5,1,135
General,Tops,Blouses,5,1,828
General,Tops,Knits,5,1,861
Initmates,Intimate,Legwear,5,1,716
General Petite,Bottoms,Pants,5,1,135
General Petite,Bottoms,Skirts,5,1,996
General Petite,Bottoms,Pants,5,1,135
General Petite,Bottoms,Pants,4,1,135
General,Tops,Knits,1,0,861
General Petite,Tops,Knits,5,1,861
General,Tops,Blouses,4,1,830
General,Tops,Sweaters,5,1,939
General,Tops,Blouses,3,1,828
General,Tops,Blouses,4,1,830
General,Tops,Knits,5,1,861
General Petite,Bottoms,Skirts,4,1,1009
General,Tops,Blouses,4,1,831
General Petite,Dresses,Dresses,2,0,1072
General Petite,Dresses,Dresses,5,1,1081
General Petite,Bottoms,Pants,2,0,1052
General Petite,Dresses,Dresses,4,1,1081
General,Dresses,Dresses,3,0,1099
General Petite,Dresses,Dresses,5,1,1081
General Petite,Tops,Knits,2,0,860
General Petite,Tops,Knits,4,1,860
General Petite,Dresses,Dresses,5,1,1081
General,Tops,Knits,1,0,867
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,3,0,1099
General,Dresses,Dresses,4,1,1099
General Petite,Dresses,Dresses,4,1,1081
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,5,1,1081
General,Tops,Sweaters,5,1,932
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,4,1,1099
General Petite,Dresses,Dresses,5,1,1081
General Petite,Tops,Knits,2,0,860
General Petite,Dresses,Dresses,5,0,1081
General,Dresses,Dresses,5,1,1099
General,Bottoms,Pants,3,1,1063
General Petite,Tops,Knits,5,1,860
General Petite,Tops,Knits,4,1,860
General Petite,Dresses,Dresses,2,0,1081
General Petite,Dresses,Dresses,3,0,1081
General Petite,Dresses,Dresses,5,1,1081
General,Tops,Knits,5,1,867
General,Tops,Knits,5,1,860
General,Dresses,Dresses,5,1,1099
General Petite,Dresses,Dresses,4,1,1081
General Petite,Dresses,Dresses,5,1,1081
General,Tops,Knits,5,1,867
General,Tops,Knits,5,1,860
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,5,1,1081
General,Tops,Blouses,2,0,843
General,Tops,Knits,5,1,860
General,Tops,Knits,4,1,867
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1099
General,Tops,Knits,5,1,860
General,Tops,Knits,5,1,860
General,Dresses,Dresses,5,1,1099
General,Tops,Knits,3,1,860
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,3,0,1081
General Petite,Dresses,Dresses,5,1,1081
General,Tops,Knits,3,1,860
General Petite,Dresses,Dresses,5,1,1081
General,Tops,Blouses,3,0,843
General Petite,Dresses,Dresses,4,1,1081
General,Tops,Knits,5,1,860
General,Dresses,Dresses,4,0,1100
General Petite,Dresses,Dresses,4,1,1081
General,Dresses,Dresses,5,1,1099
General Petite,Jackets,Jackets,4,1,986
General,Dresses,Dresses,5,1,1099
General,Tops,Blouses,5,1,843
General,Dresses,Dresses,5,1,1099
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1099
General,Dresses,Dresses,5,1,1100
General Petite,Dresses,Dresses,4,1,1081
General,Tops,Knits,5,1,860
General,Trend,Trend,1,0,1135
General,Tops,Knits,5,1,860
General,Tops,Knits,2,0,860
General,Bottoms,Shorts,5,1,460
General,Tops,Blouses,3,0,819
General,Bottoms,Shorts,4,1,460
General,Tops,Blouses,5,1,831
General Petite,Tops,Sweaters,5,1,933
General,Bottoms,Shorts,5,1,460
General,Bottoms,Shorts,4,1,460
General,Bottoms,Shorts,5,1,460
General,Bottoms,Shorts,4,1,460
General Petite,Dresses,Dresses,5,1,1081
General Petite,Bottoms,Jeans,3,1,1033
General Petite,Dresses,Dresses,4,1,1081
General,Bottoms,Shorts,2,0,460
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,4,1,1081
General,Tops,Blouses,4,1,831
General,Tops,Blouses,4,0,819
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,4,1,1081
General,Tops,Blouses,5,1,819
General Petite,Dresses,Dresses,5,1,1081
General,Tops,Blouses,4,1,819
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,5,1,1081
General Petite,Tops,Fine gauge,5,1,898
General Petite,Dresses,Dresses,4,1,1081
General,Bottoms,Shorts,3,1,460
General,Tops,Blouses,4,1,819
General,Tops,Blouses,4,1,819
General,Bottoms,Shorts,2,0,460
General,Bottoms,Jeans,4,1,1033
General,Tops,Sweaters,3,1,943
General,Tops,Blouses,1,0,819
General Petite,Dresses,Dresses,5,1,1081
General Petite,Tops,Fine gauge,4,1,898
General,Tops,Knits,2,0,866
General Petite,Dresses,Dresses,4,1,1081
General,Bottoms,Shorts,5,1,460
General Petite,Dresses,Dresses,5,1,1081
General,Bottoms,Shorts,4,0,460
General,Bottoms,Shorts,5,1,460
General,Bottoms,Shorts,5,1,460
General,Bottoms,Jeans,5,1,1033
General,Bottoms,Shorts,5,1,448
General,Bottoms,Shorts,5,1,460
General,Bottoms,Shorts,5,1,460
General Petite,Dresses,Dresses,4,1,1094
General Petite,Tops,Knits,4,1,860
General Petite,Tops,Fine gauge,5,1,895
General Petite,Bottoms,Pants,5,1,1056
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,3,1,1094
Initmates,Intimate,Lounge,5,1,257
General Petite,Bottoms,Pants,1,0,1055
General Petite,Tops,Knits,5,1,860
General Petite,Tops,Knits,3,0,860
General Petite,Dresses,Dresses,5,1,1094
General Petite,Tops,Fine gauge,3,1,895
General Petite,Bottoms,Pants,5,1,1056
General,Bottoms,Jeans,2,0,1030
Initmates,Intimate,Lounge,4,1,257
General Petite,Tops,Fine gauge,1,0,907
General,Trend,Trend,2,0,1147
General,Dresses,Dresses,5,1,1078
Initmates,Intimate,Lounge,5,1,257
General Petite,Dresses,Dresses,4,1,1094
General Petite,Bottoms,Pants,1,0,1055
General,Tops,Knits,2,0,866
General Petite,Tops,Fine gauge,5,1,895
General Petite,Dresses,Dresses,4,1,1094
General,Tops,Knits,3,0,863
General Petite,Dresses,Dresses,5,1,1094
General Petite,Tops,Fine gauge,5,1,895
General Petite,Tops,Blouses,5,1,828
General Petite,Tops,Knits,5,1,860
General Petite,Bottoms,Pants,4,1,1055
General Petite,Tops,Fine gauge,5,1,907
General Petite,Tops,Fine gauge,5,1,895
General Petite,Dresses,Dresses,5,1,1094
General Petite,Bottoms,Pants,5,1,1056
General Petite,Tops,Fine gauge,5,1,895
General Petite,Dresses,Dresses,4,1,1094
General Petite,Tops,Fine gauge,5,1,907
General Petite,Tops,Fine gauge,5,1,895
General Petite,Tops,Knits,2,0,860
General Petite,Bottoms,Pants,3,1,1056
General Petite,Bottoms,Pants,4,1,1055
General Petite,Tops,Knits,5,1,860
Initmates,Intimate,Swim,5,1,270
General Petite,Tops,Knits,5,1,860
General Petite,Tops,Fine gauge,5,1,895
General Petite,Dresses,Dresses,4,1,1094
General Petite,Dresses,Dresses,5,1,1094
General Petite,Tops,Knits,3,0,860
General Petite,Dresses,Dresses,5,1,1094
General Petite,Bottoms,Pants,5,1,1056
Initmates,Intimate,Lounge,5,1,257
General Petite,Tops,Fine gauge,3,1,895
General Petite,Tops,Fine gauge,3,1,895
General Petite,Bottoms,Pants,5,1,1056
General,Tops,Blouses,4,1,828
General Petite,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,5,1,1094
General Petite,Bottoms,Pants,5,1,1056
General Petite,Jackets,Outerwear,5,1,1117
General,Tops,Blouses,3,0,828
General Petite,Bottoms,Pants,4,1,1056
General Petite,Dresses,Dresses,4,1,1094
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,3,1,1094
General Petite,Tops,Fine gauge,5,1,895
General Petite,Tops,Fine gauge,5,1,895
General Petite,Dresses,Dresses,5,1,1094
General Petite,Tops,Knits,5,1,860
General Petite,Tops,Knits,2,0,860
General Petite,Tops,Fine gauge,1,0,895
General,Bottoms,Jeans,5,1,1030
General Petite,Bottoms,Pants,5,1,1056
General Petite,Tops,Knits,5,1,860
General Petite,Tops,Knits,5,1,860
General Petite,Dresses,Dresses,3,0,1094
General Petite,Dresses,Dresses,3,0,1094
General Petite,Dresses,Dresses,5,1,1094
General Petite,Tops,Fine gauge,5,1,895
General Petite,Bottoms,Pants,5,1,1056
General Petite,Tops,Knits,4,1,860
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,5,1,1094
General Petite,Bottoms,Pants,5,1,1056
General,Tops,Knits,3,0,866
General Petite,Bottoms,Pants,4,1,1056
Initmates,Intimate,Lounge,1,0,257
General Petite,Dresses,Dresses,4,1,1094
General Petite,Dresses,Dresses,4,1,1094
General Petite,Bottoms,Pants,5,1,1056
Initmates,Intimate,Lounge,5,1,257
Initmates,Intimate,Lounge,5,1,257
General Petite,Tops,Fine gauge,5,1,895
General Petite,Dresses,Dresses,5,1,1094
General Petite,Bottoms,Pants,4,1,1056
General Petite,Tops,Fine gauge,4,1,895
General Petite,Dresses,Dresses,5,1,1094
General,Tops,Knits,4,1,863
General Petite,Bottoms,Pants,4,1,1055
General Petite,Tops,Knits,5,1,860
General Petite,Tops,Knits,4,1,860
General,Tops,Knits,1,0,863
General Petite,Dresses,Dresses,5,1,1094
General Petite,Tops,Knits,2,0,860
General Petite,Dresses,Dresses,3,0,1094
General Petite,Bottoms,Pants,5,1,1056
General Petite,Tops,Fine gauge,5,1,895
General Petite,Bottoms,Pants,5,1,1056
General,Tops,Blouses,3,1,828
General Petite,Dresses,Dresses,3,1,1094
General,Dresses,Dresses,4,1,1094
General,Trend,Trend,3,1,1147
General Petite,Dresses,Dresses,5,1,1078
General Petite,Bottoms,Pants,5,1,1056
General,Dresses,Dresses,5,1,1094
General,Dresses,Dresses,5,1,1094
Initmates,Intimate,Lounge,5,1,257
General Petite,Tops,Sweaters,4,1,942
General Petite,Tops,Fine gauge,5,1,895
General,Dresses,Dresses,4,1,1094
General,Tops,Fine gauge,3,1,907
General Petite,Bottoms,Pants,4,1,1056
General Petite,Bottoms,Pants,5,1,1056
General Petite,Tops,Fine gauge,5,1,895
General Petite,Dresses,Dresses,5,1,1094
General Petite,Tops,Fine gauge,5,1,895
General,Tops,Knits,3,1,863
General Petite,Jackets,Outerwear,5,1,1117
Initmates,Intimate,Lounge,5,1,257
General Petite,Tops,Knits,4,1,860
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,4,1,1098
General,Tops,Blouses,5,1,829
Initmates,Intimate,Swim,5,1,319
General Petite,Dresses,Dresses,3,0,1094
General Petite,Tops,Knits,4,1,855
General Petite,Dresses,Dresses,4,1,1098
General Petite,Dresses,Dresses,3,0,1094
General Petite,Dresses,Dresses,5,1,1098
General Petite,Dresses,Dresses,3,0,1094
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,2,0,1098
General Petite,Tops,Knits,4,0,855
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,2,0,1098
General Petite,Dresses,Dresses,5,1,1094
General Petite,Bottoms,Skirts,5,1,992
Initmates,Intimate,Layering,5,1,121
Initmates,Intimate,Layering,2,0,121
General,Tops,Blouses,5,1,829
General,Tops,Sweaters,5,1,940
General Petite,Dresses,Dresses,5,1,1094
Initmates,Intimate,Layering,5,1,121
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,4,1,1098
General,Tops,Sweaters,4,1,940
General Petite,Bottoms,Skirts,5,1,1009
General Petite,Dresses,Dresses,4,1,1094
General,Jackets,Jackets,4,1,975
General Petite,Dresses,Dresses,4,1,1094
Initmates,Intimate,Layering,4,1,121
Initmates,Intimate,Layering,4,0,121
General Petite,Dresses,Dresses,3,0,1098
Initmates,Intimate,Layering,3,1,121
General Petite,Tops,Knits,1,0,855
General Petite,Dresses,Dresses,5,1,1098
General Petite,Dresses,Dresses,4,1,1098
General,Tops,Sweaters,3,1,940
General Petite,Dresses,Dresses,3,0,1094
General Petite,Dresses,Dresses,1,0,1094
General,Jackets,Jackets,5,1,975
General Petite,Dresses,Dresses,5,1,1094
General Petite,Dresses,Dresses,4,1,1098
General Petite,Tops,Fine gauge,5,1,908
General Petite,Dresses,Dresses,5,1,1104
Initmates,Intimate,Legwear,5,1,144
General Petite,Bottoms,Pants,5,1,1046
General,Tops,Blouses,5,1,829
General Petite,Dresses,Dresses,3,0,1104
General Petite,Dresses,Dresses,3,1,1104
General Petite,Dresses,Dresses,5,1,1104
Initmates,Intimate,Lounge,5,1,648
Initmates,Intimate,Legwear,5,1,144
General Petite,Dresses,Dresses,4,1,1104
General Petite,Dresses,Dresses,5,1,1104
General,Tops,Blouses,4,1,829
General Petite,Dresses,Dresses,4,0,1104
General Petite,Bottoms,Pants,2,0,1046
General,Tops,Blouses,5,1,829
General,Tops,Blouses,5,1,829
Initmates,Intimate,Legwear,5,1,144
General,Bottoms,Pants,3,0,1064
General Petite,Dresses,Dresses,5,1,1104
General,Bottoms,Pants,5,1,1053
General,Tops,Blouses,5,1,829
Initmates,Intimate,Legwear,5,1,144
General Petite,Dresses,Dresses,2,0,1104
General Petite,Bottoms,Jeans,5,1,1029
Initmates,Intimate,Intimates,5,1,56
General,Tops,Blouses,5,1,829
General Petite,Dresses,Dresses,5,1,1104
General,Tops,Blouses,4,1,829
General Petite,Bottoms,Pants,5,1,1046
General,Jackets,Outerwear,5,1,1114
Initmates,Intimate,Legwear,5,1,144
Initmates,Intimate,Intimates,5,1,173
Initmates,Intimate,Legwear,5,1,144
General,Bottoms,Jeans,5,1,1035
General,Tops,Knits,5,1,857
General Petite,Jackets,Jackets,5,1,964
General,Bottoms,Skirts,5,1,1001
General,Bottoms,Jeans,4,1,1035
General,Bottoms,Jeans,5,1,1035
Initmates,Intimate,Sleep,3,0,413
General Petite,Tops,Knits,3,0,860
General,Bottoms,Jeans,5,1,1035
General,Bottoms,Skirts,5,1,1001
General,Bottoms,Skirts,5,1,1001
General Petite,Tops,Knits,4,1,860
General Petite,Jackets,Jackets,5,1,964
General,Tops,Knits,5,1,857
General,Bottoms,Skirts,5,1,1001
General,Tops,Fine gauge,5,1,896
General Petite,Tops,Knits,5,1,860
General Petite,Tops,Knits,3,1,860
General,Bottoms,Skirts,5,1,1001
General,Bottoms,Jeans,5,1,1035
General Petite,Jackets,Jackets,5,1,964
General Petite,Tops,Knits,4,1,860
Initmates,Intimate,Lounge,4,1,203
General,Bottoms,Skirts,3,0,1001
General,Tops,Knits,2,0,857
General Petite,Bottoms,Jeans,5,1,1025
General,Tops,Knits,2,0,857
General,Bottoms,Skirts,5,1,1001
General Petite,Bottoms,Jeans,3,1,1025
General,Bottoms,Skirts,4,1,1001
General Petite,Tops,Knits,5,1,860
General,Tops,Knits,5,1,867
General,Tops,Knits,4,1,857
General Petite,Tops,Knits,5,1,860
General Petite,Bottoms,Jeans,3,0,1025
General Petite,Bottoms,Jeans,4,1,1025
General Petite,Jackets,Jackets,4,1,964
General Petite,Jackets,Jackets,5,1,964
General Petite,Tops,Knits,5,1,860
General,Bottoms,Skirts,4,1,1001
General,Bottoms,Skirts,4,1,1001
General Petite,Tops,Knits,5,1,860
General,Bottoms,Skirts,5,1,1001
General,Tops,Knits,4,1,857
General,Bottoms,Skirts,5,1,1001
General Petite,Jackets,Jackets,5,1,964
General,Bottoms,Skirts,5,1,1001
General Petite,Tops,Knits,2,0,860
General Petite,Jackets,Jackets,5,1,964
General,Tops,Knits,2,0,857
General,Bottoms,Skirts,3,0,1001
General,Tops,Knits,5,1,857
General,Tops,Fine gauge,4,1,889
General,Tops,Knits,3,0,857
General,Bottoms,Jeans,5,1,1024
General,Tops,Sweaters,4,1,940
General,Bottoms,Pants,5,1,1053
General,Bottoms,Pants,4,1,1053
General,Bottoms,Jeans,5,1,1024
Initmates,Intimate,Lounge,4,1,624
General,Dresses,Dresses,5,1,1086
General Petite,Dresses,Dresses,5,1,1081
General,Bottoms,Pants,5,1,1053
General,Bottoms,Pants,1,0,1053
General Petite,Dresses,Dresses,3,0,1081
General,Dresses,Dresses,4,1,1086
General,Dresses,Dresses,5,1,1086
General,Dresses,Dresses,5,1,1086
General,Tops,Sweaters,5,1,940
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,3,1,1086
General,Tops,Knits,3,1,857
General,Dresses,Dresses,5,1,1086
General Petite,Dresses,Dresses,4,1,1081
General Petite,Bottoms,Pants,5,1,1068
General,Dresses,Dresses,5,1,1086
General,Dresses,Dresses,4,1,1081
Initmates,Intimate,Lounge,5,1,624
General,Tops,Blouses,2,0,837
General,Bottoms,Pants,3,0,1053
General,Bottoms,Pants,4,1,1053
General,Dresses,Dresses,4,1,1081
General,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,3,1,1081
General,Bottoms,Jeans,5,1,1024
General,Dresses,Dresses,3,1,1086
General,Bottoms,Skirts,5,1,995
General Petite,Bottoms,Pants,5,1,1068
General,Dresses,Dresses,5,1,1081
General Petite,Tops,Blouses,3,0,828
General,Dresses,Dresses,4,1,1081
General,Dresses,Dresses,3,0,1086
General,Bottoms,Pants,2,0,1053
General,Dresses,Dresses,5,1,1086
General Petite,Bottoms,Pants,5,1,1068
General,Tops,Blouses,5,1,837
General,Tops,Sweaters,5,1,940
General,Tops,Sweaters,5,1,940
General,Dresses,Dresses,5,1,1086
General Petite,Bottoms,Pants,5,1,1068
General,Dresses,Dresses,4,1,1081
General,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,4,1,1086
General,Bottoms,Jeans,5,1,1024
General,Dresses,Dresses,4,1,1086
General,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1081
General,Tops,Knits,5,1,857
General,Dresses,Dresses,5,1,1086
General,Tops,Blouses,5,1,837
General Petite,Bottoms,Pants,4,1,1068
General,Dresses,Dresses,5,1,1086
General Petite,Tops,Blouses,5,1,828
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,3,1,1094
General,Dresses,Dresses,3,0,1081
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,1,0,1094
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,4,1,1078
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,2,0,1078
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,4,0,1078
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,1,0,1094
General,Dresses,Dresses,4,1,1078
General Petite,Dresses,Dresses,4,1,1081
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,3,0,1078
General Petite,Dresses,Dresses,5,1,1094
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,4,1,1094
General Petite,Dresses,Dresses,2,0,1094
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,3,0,1081
General,Dresses,Dresses,4,1,1081
General,Dresses,Dresses,4,1,1078
General,Dresses,Dresses,1,0,1078
General,Dresses,Dresses,4,1,1078
General,Dresses,Dresses,5,1,1078
General,Tops,Sweaters,1,0,935
General,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,4,1,1094
General,Dresses,Dresses,4,1,1081
General Petite,Dresses,Dresses,4,1,1094
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,3,1,1094
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,4,1,1094
General,Dresses,Dresses,3,1,1094
General,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,1,0,1094
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,4,1,1094
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,5,1,1081
General Petite,Dresses,Dresses,5,1,1081
General,Dresses,Dresses,5,1,1078
General,Dresses,Dresses,4,1,1094
General,Dresses,Dresses,5,1,1082
General,Dresses,Dresses,5,1,1078
General Petite,Dresses,Dresses,2,1,1081
General Petite,Dresses,Dresses,4,1,1081
General,Dresses,Dresses,5,1,1078
