Customer_ID,Average_Session_Duration,Average_Pages_Viewed,Purchase_Frequency,Total_Spending,Average_Engagement_Score,Cluster,Engagement_Level,Highly_Engaged
CUST_01187,8.0,13.0,1,731.86,59.07399999999999,0,High Engagement,0
CUST_01188,4.0,8.0,1,110.32,25.0715,1,Low Engagement,0
CUST_01189,8.0,8.0,1,581.36,39.2915,1,Low Engagement,0
CUST_01190,51.0,13.0,1,2275.02,89.795,0,High Engagement,1
CUST_01191,28.0,7.0,1,5306.07,65.32950000000001,2,Medium Engagement,0
CUST_01192,15.0,6.0,1,1084.06,46.28450000000001,1,Low Engagement,0
CUST_01193,11.0,12.0,1,2472.03,66.9795,0,High Engagement,1
CUST_01194,17.0,12.0,1,137.92,64.2295,0,High Engagement,1
CUST_01195,7.0,7.0,1,825.4,34.418,1,Low Engagement,0
CUST_01196,11.0,10.0,1,651.88,55.226,0,High Engagement,0
CUST_01197,3.0,8.0,1,1227.09,35.4765,1,Low Engagement,0
CUST_01198,17.0,8.0,1,95.1,45.933,1,Low Engagement,0
CUST_01199,26.0,10.0,1,360.17,69.84899999999999,0,High Engagement,1
CUST_01200,8.0,7.0,1,6321.3,41.484500000000004,2,Medium Engagement,0
CUST_01201,6.0,11.0,1,68.13,39.469,1,Low Engagement,0
CUST_01202,8.0,8.0,1,1209.77,42.4755,1,Low Engagement,0
CUST_01203,1.0,10.0,1,1057.55,43.601,1,Low Engagement,0
CUST_01204,8.0,8.0,1,725.91,40.3675,1,Low Engagement,0
CUST_01205,9.0,10.0,1,41.33,39.526,1,Low Engagement,0
CUST_01206,35.0,12.0,1,352.1,79.26950000000001,0,High Engagement,1
CUST_01207,15.0,11.0,1,886.97,67.44200000000001,0,High Engagement,1
CUST_01208,7.0,10.0,1,82.02,37.78399999999999,1,Low Engagement,0
CUST_01209,10.0,15.0,1,145.47,56.952999999999996,0,High Engagement,0
CUST_01210,9.0,11.0,1,278.76,51.227500000000006,0,High Engagement,0
CUST_01211,9.0,9.0,1,593.64,46.335499999999996,1,Low Engagement,0
CUST_01212,17.0,8.0,1,189.31,49.125,1,Low Engagement,0
CUST_01213,7.0,4.0,1,557.7,24.831500000000002,1,Low Engagement,0
CUST_01214,6.0,4.0,1,595.58,23.551,1,Low Engagement,0
CUST_01215,23.0,4.0,1,1115.27,51.051,1,Low Engagement,0
CUST_01216,15.0,7.0,1,1990.55,52.034499999999994,1,Low Engagement,0
CUST_01217,2.0,13.0,1,2258.38,55.401500000000006,0,High Engagement,0
CUST_01218,14.0,3.0,1,7437.33,44.225500000000004,2,Medium Engagement,0
CUST_01219,6.0,10.0,1,630.93,45.975500000000004,1,Low Engagement,0
CUST_01220,5.0,9.0,1,177.33,33.59949999999999,1,Low Engagement,0
CUST_01221,25.0,7.0,1,26.15,45.171499999999995,1,Low Engagement,0
CUST_01222,7.0,9.0,1,48.93,31.457499999999992,1,Low Engagement,0
CUST_01223,11.0,4.0,1,194.5,27.1175,1,Low Engagement,0
CUST_01224,13.0,9.0,1,268.35,49.841499999999996,1,Low Engagement,0
CUST_01225,26.0,10.0,1,13630.9,79.449,2,Medium Engagement,0
CUST_01226,6.0,10.0,1,200.68,40.259499999999996,1,Low Engagement,0
CUST_01227,16.0,3.0,1,42.18,28.946499999999997,1,Low Engagement,0
CUST_01228,14.0,10.0,1,408.98,58.293499999999995,0,High Engagement,0
CUST_01229,16.0,9.0,1,351.9,55.98,0,High Engagement,0
CUST_01230,15.0,14.0,1,357.04,69.4135,0,High Engagement,1
CUST_01231,11.0,9.0,1,98.83,41.287499999999994,1,Low Engagement,0
CUST_01232,13.0,4.0,1,1025.69,38.825500000000005,1,Low Engagement,0
CUST_01233,30.0,10.0,1,32.32,61.809999999999995,0,High Engagement,1
CUST_01234,16.0,11.0,1,360.41,64.708,0,High Engagement,1
CUST_01235,15.0,12.0,1,597.3,68.582,0,High Engagement,1
CUST_01236,8.0,11.0,1,26.08,40.764,1,Low Engagement,0
CUST_01237,34.0,13.0,1,151.94,76.92,0,High Engagement,1
CUST_01238,15.0,7.0,1,268.05,43.3185,1,Low Engagement,0
CUST_01239,20.0,7.0,1,2323.79,58.662499999999994,0,High Engagement,0
CUST_01240,6.0,8.0,1,1125.36,38.788500000000006,1,Low Engagement,0
CUST_01241,9.0,7.0,1,612.05,36.828,1,Low Engagement,0
CUST_01242,7.0,8.0,1,2825.3,43.120999999999995,1,Low Engagement,0
CUST_01243,18.0,7.0,1,265.55,47.4015,1,Low Engagement,0
CUST_01244,4.0,8.0,1,115.86,25.2875,1,Low Engagement,0
CUST_01245,18.0,11.0,1,180.46,63.773,0,High Engagement,1
CUST_01246,17.0,8.0,1,482.33,53.885000000000005,0,High Engagement,0
CUST_01247,3.0,13.0,1,118.78,43.07899999999999,1,Low Engagement,0
CUST_01248,17.0,12.0,1,51.34,60.5255,0,High Engagement,0
CUST_01249,10.0,10.0,1,178.71,46.98,1,Low Engagement,0
CUST_01250,35.0,11.0,1,596.62,78.84949999999999,0,High Engagement,1
CUST_01251,19.0,12.0,1,407.17,72.038,0,High Engagement,1
CUST_01252,10.0,7.0,1,267.92,34.638000000000005,1,Low Engagement,0
CUST_01253,14.0,7.0,1,206.08,40.4075,1,Low Engagement,0
CUST_01254,21.0,5.0,1,1438.0,51.90899999999999,1,Low Engagement,0
CUST_01255,4.0,4.0,1,50.79,9.953999999999999,1,Low Engagement,0
CUST_01256,12.0,19.0,1,425.12,66.9215,0,High Engagement,1
CUST_01257,21.0,5.0,1,209.6,42.893,1,Low Engagement,0
CUST_01258,11.0,6.0,1,697.11,37.513999999999996,1,Low Engagement,0
CUST_01259,17.0,3.0,1,359.39,39.312000000000005,1,Low Engagement,0
CUST_01260,12.0,7.0,1,557.95,41.992999999999995,1,Low Engagement,0
CUST_01261,3.0,11.0,1,275.34,42.157,1,Low Engagement,0
CUST_01262,18.0,12.0,1,366.29,70.349,0,High Engagement,1
CUST_01263,25.0,7.0,1,123.19,49.7155,0,High Engagement,0
CUST_01264,5.0,8.0,1,2277.01,39.707,1,Low Engagement,0
CUST_01265,14.0,10.0,1,72.04,50.1495,0,High Engagement,0
CUST_01266,6.0,14.0,1,820.7,57.4325,0,High Engagement,0
CUST_01267,6.0,8.0,1,1900.24,40.6365,1,Low Engagement,0
CUST_01268,9.0,11.0,1,1940.05,59.6835,0,High Engagement,0
CUST_01269,17.0,11.0,1,31.18,56.48949999999999,0,High Engagement,0
CUST_01270,8.0,12.0,1,1633.66,60.216,0,High Engagement,0
CUST_01271,7.0,9.0,1,84.09,33.213499999999996,1,Low Engagement,0
CUST_01272,10.0,7.0,1,266.37,34.594,1,Low Engagement,0
CUST_01273,11.0,11.0,1,36.43,46.99549999999999,1,Low Engagement,0
CUST_01274,13.0,8.0,1,324.46,45.839,1,Low Engagement,0
CUST_01275,33.0,7.0,1,268.35,56.18,0,High Engagement,0
CUST_01276,38.0,5.0,1,47.45,43.4485,0,High Engagement,0
CUST_01277,13.0,7.0,1,473.54,43.01199999999999,1,Low Engagement,0
CUST_01278,18.0,7.0,1,220.68,46.44950000000001,1,Low Engagement,0
CUST_01279,3.0,5.0,1,753.94,22.5535,1,Low Engagement,0
CUST_01280,25.0,10.0,1,3717.21,77.92549999999999,0,High Engagement,1
CUST_01281,14.0,4.0,1,609.76,38.129000000000005,1,Low Engagement,0
CUST_01282,3.0,7.0,1,180.57,21.6895,1,Low Engagement,0
CUST_01283,22.0,3.0,1,210.28,41.56799999999999,1,Low Engagement,0
CUST_01284,7.0,6.0,1,157.4,22.624,1,Low Engagement,0
CUST_01285,17.0,11.0,1,6483.16,75.3335,2,Medium Engagement,0
CUST_01286,19.0,14.0,1,2534.18,82.51750000000001,0,High Engagement,1
CUST_01287,43.0,13.0,1,230.49,79.76299999999999,0,High Engagement,1
CUST_01288,13.0,14.0,1,71.43,58.75899999999999,0,High Engagement,0
CUST_01289,16.0,7.0,1,311.8,45.692499999999995,1,Low Engagement,0
CUST_01290,14.0,12.0,1,358.31,64.515,0,High Engagement,1
CUST_01291,9.0,11.0,1,174.0,48.8575,1,Low Engagement,0
CUST_01292,24.0,9.0,1,114.3,58.327,0,High Engagement,0
CUST_01293,13.0,9.0,1,843.7,55.39949999999999,0,High Engagement,0
CUST_01294,16.0,10.0,1,316.48,60.1345,0,High Engagement,0
CUST_01295,28.0,10.0,1,1633.04,77.3235,0,High Engagement,1
CUST_01296,16.0,7.0,1,123.96,41.152499999999996,1,Low Engagement,0
CUST_01297,23.0,13.0,1,458.75,78.05899999999998,0,High Engagement,1
CUST_01298,4.0,3.0,1,172.77,14.0745,1,Low Engagement,0
CUST_01299,9.0,8.0,1,1237.58,44.507,1,Low Engagement,0
CUST_01300,22.0,11.0,1,404.9,71.68150000000001,0,High Engagement,1
CUST_01301,12.0,8.0,1,216.5,41.912,1,Low Engagement,0
CUST_01302,43.0,11.0,1,49.98,68.457,0,High Engagement,1
CUST_01303,9.0,7.0,1,554.48,36.315999999999995,1,Low Engagement,0
CUST_01304,40.0,11.0,1,65.55,69.0855,0,High Engagement,1
CUST_01305,5.0,6.0,1,365.78,23.886000000000003,1,Low Engagement,0
CUST_01306,3.0,8.0,1,599.58,32.3885,1,Low Engagement,0
CUST_01307,5.0,10.0,1,1220.46,47.43,1,Low Engagement,0
CUST_01308,24.0,8.0,1,22.15,49.0425,0,High Engagement,0
CUST_01309,4.0,4.0,1,611.25,21.102,1,Low Engagement,0
CUST_01310,6.0,6.0,1,1737.88,31.9875,1,Low Engagement,0
CUST_01311,8.0,8.0,1,1289.76,42.7315,1,Low Engagement,0
CUST_01312,31.0,8.0,1,3697.99,70.448,0,High Engagement,1
CUST_01313,19.0,10.0,1,124.71,59.296499999999995,0,High Engagement,0
CUST_01314,12.0,10.0,1,520.35,56.062999999999995,0,High Engagement,0
CUST_01315,2.0,5.0,1,68.87,10.664,1,Low Engagement,0
CUST_01316,15.0,10.0,1,3361.82,67.5885,0,High Engagement,1
CUST_01317,4.0,11.0,1,1799.52,51.483999999999995,1,Low Engagement,0
CUST_01318,16.0,7.0,1,75.88,39.0605,1,Low Engagement,0
CUST_01319,19.0,6.0,1,513.79,48.2205,1,Low Engagement,0
CUST_01320,16.0,12.0,1,157.97,63.547999999999995,0,High Engagement,1
CUST_01321,24.0,9.0,1,135.3,59.150999999999996,0,High Engagement,0
CUST_01322,8.0,11.0,1,628.34,53.32,0,High Engagement,0
CUST_01323,25.0,9.0,1,313.52,63.998999999999995,0,High Engagement,1
CUST_01324,9.0,11.0,1,168.42,48.7055,1,Low Engagement,0
CUST_01325,6.0,8.0,1,261.21,31.8845,1,Low Engagement,0
CUST_01326,9.0,9.0,1,428.18,44.723499999999994,1,Low Engagement,0
CUST_01327,13.0,6.0,1,167.26,34.122,1,Low Engagement,0
CUST_01328,5.0,6.0,1,437.65,24.726000000000003,1,Low Engagement,0
CUST_01329,12.0,8.0,1,227.05,42.156,1,Low Engagement,0
CUST_01330,16.0,10.0,1,3989.15,69.4385,0,High Engagement,1
CUST_01331,8.0,8.0,1,283.94,35.7755,1,Low Engagement,0
CUST_01332,23.0,11.0,1,770.56,75.593,0,High Engagement,1
CUST_01333,12.0,7.0,1,49.14,31.200999999999997,1,Low Engagement,0
CUST_01334,3.0,7.0,1,7133.58,34.5695,2,Medium Engagement,0
CUST_01335,11.0,11.0,1,184.64,52.8915,0,High Engagement,0
CUST_01336,4.0,3.0,1,334.9,17.4545,1,Low Engagement,0
CUST_01337,4.0,14.0,1,54.28,42.5035,1,Low Engagement,0
CUST_01338,7.0,13.0,1,2692.55,61.69949999999999,0,High Engagement,1
CUST_01339,21.0,10.0,1,1186.29,71.767,0,High Engagement,1
CUST_01340,15.0,11.0,1,474.92,64.526,0,High Engagement,1
CUST_01341,3.0,12.0,1,730.24,49.933,1,Low Engagement,0
CUST_01342,22.0,11.0,1,600.3,73.58550000000001,0,High Engagement,1
CUST_01343,29.0,9.0,1,139.06,61.540499999999994,0,High Engagement,1
CUST_01344,14.0,13.0,1,406.49,67.217,0,High Engagement,1
CUST_01345,8.0,6.0,1,1260.33,34.2785,1,Low Engagement,0
CUST_01346,10.0,9.0,1,540.9,47.8655,1,Low Engagement,0
CUST_01347,17.0,5.0,1,145.31,36.906000000000006,1,Low Engagement,0
CUST_01348,1.0,12.0,1,791.89,49.262499999999996,1,Low Engagement,0
CUST_01349,10.0,11.0,1,4802.12,63.3935,2,Medium Engagement,0
CUST_01350,4.0,6.0,1,258.29,20.8345,1,Low Engagement,0
CUST_01351,15.0,10.0,1,320.35,58.6325,0,High Engagement,0
CUST_01352,6.0,11.0,1,484.34,48.649,1,Low Engagement,0
CUST_01353,33.0,10.0,1,606.28,74.652,0,High Engagement,1
CUST_01354,17.0,10.0,1,1438.22,68.36,0,High Engagement,1
CUST_01355,16.0,11.0,1,2955.99,72.792,0,High Engagement,1
CUST_01356,11.0,6.0,1,1089.66,39.45799999999999,1,Low Engagement,0
CUST_01357,7.0,9.0,1,109.12,34.205499999999994,1,Low Engagement,0
CUST_01358,5.0,9.0,1,125.47,31.999499999999998,1,Low Engagement,0
CUST_01359,17.0,4.0,1,847.8,44.0835,1,Low Engagement,0
CUST_01360,5.0,9.0,1,99.46,30.815499999999997,1,Low Engagement,0
CUST_01361,11.0,13.0,1,250.4,59.457499999999996,0,High Engagement,0
CUST_01362,9.0,11.0,1,155.56,48.3355,1,Low Engagement,0
CUST_01363,22.0,4.0,1,2098.14,52.3655,1,Low Engagement,0
CUST_01364,19.0,9.0,1,251.11,57.958,0,High Engagement,0
CUST_01365,27.0,7.0,1,602.17,58.42850000000001,0,High Engagement,0
CUST_01366,6.0,9.0,1,283.62,37.346999999999994,1,Low Engagement,0
CUST_01367,10.0,4.0,1,296.81,27.4555,1,Low Engagement,0
CUST_01368,21.0,12.0,1,560.75,75.3585,0,High Engagement,1
CUST_01369,16.0,10.0,1,54.75,52.444500000000005,0,High Engagement,0
CUST_01370,9.0,10.0,1,507.8,50.282000000000004,1,Low Engagement,0
CUST_01371,45.0,8.0,1,1701.39,70.225,0,High Engagement,1
CUST_01372,27.0,7.0,1,103.87,49.7425,0,High Engagement,0
CUST_01373,16.0,14.0,1,50.54,62.4495,0,High Engagement,1
CUST_01374,3.0,12.0,1,77.78,39.282999999999994,1,Low Engagement,0
CUST_01375,13.0,8.0,1,3725.7,54.907,1,Low Engagement,0
CUST_01376,11.0,8.0,1,149.09,38.211,1,Low Engagement,0
CUST_01377,21.0,6.0,1,153.58,43.974999999999994,1,Low Engagement,0
CUST_01378,6.0,8.0,1,866.76,37.700500000000005,1,Low Engagement,0
CUST_01379,10.0,8.0,1,470.4,42.149,1,Low Engagement,0
CUST_01380,22.0,10.0,1,148.78,62.663999999999994,0,High Engagement,1
CUST_01381,17.0,7.0,1,124.68,42.538000000000004,1,Low Engagement,0
CUST_01382,5.0,10.0,1,259.86,40.186,1,Low Engagement,0
CUST_01383,24.0,13.0,1,223.66,75.205,0,High Engagement,1
CUST_01384,14.0,8.0,1,74.45,40.55049999999999,1,Low Engagement,0
CUST_01385,10.0,12.0,1,49.94,48.845499999999994,0,High Engagement,0
CUST_01386,27.0,8.0,1,200.93,57.621500000000005,0,High Engagement,0
CUST_01387,10.0,8.0,1,306.31,40.053,1,Low Engagement,0
CUST_01388,19.0,8.0,1,198.02,51.765499999999996,0,High Engagement,0
CUST_01389,32.0,9.0,1,140.1,62.398999999999994,0,High Engagement,1
CUST_01390,19.0,8.0,1,109.94,48.9295,1,Low Engagement,0
CUST_01391,14.0,7.0,1,1498.4,49.6235,1,Low Engagement,0
CUST_01392,16.0,7.0,1,140.92,41.6765,1,Low Engagement,0
CUST_01393,1.0,5.0,1,2673.83,25.814999999999998,1,Low Engagement,0
CUST_01394,17.0,11.0,1,280.56,64.80749999999999,0,High Engagement,1
CUST_01395,13.0,5.0,1,722.14,38.796,1,Low Engagement,0
CUST_01396,16.0,11.0,1,81.07,57.611999999999995,0,High Engagement,0
CUST_01397,5.0,12.0,1,269.38,47.2715,1,Low Engagement,0
CUST_01398,30.0,8.0,1,3459.43,70.043,0,High Engagement,1
CUST_01399,5.0,10.0,1,144.74,37.258,1,Low Engagement,0
CUST_01400,7.0,7.0,1,92.39,23.849999999999998,1,Low Engagement,0
CUST_01401,19.0,11.0,1,1846.36,75.454,0,High Engagement,1
CUST_01402,10.0,11.0,1,454.16,55.5535,0,High Engagement,0
CUST_01403,10.0,9.0,1,487.08,47.381499999999996,1,Low Engagement,0
CUST_01404,10.0,8.0,1,233.46,38.592999999999996,1,Low Engagement,0
CUST_01405,9.0,9.0,1,955.72,48.48349999999999,1,Low Engagement,0
CUST_01406,20.0,6.0,1,136.19,42.5385,1,Low Engagement,0
CUST_01407,38.0,11.0,1,271.66,75.29,0,High Engagement,1
CUST_01408,13.0,5.0,1,2209.23,42.876000000000005,1,Low Engagement,0
CUST_01409,12.0,10.0,1,371.04,54.399,0,High Engagement,0
CUST_01410,7.0,11.0,1,202.3,45.825500000000005,1,Low Engagement,0
CUST_01411,16.0,10.0,1,228.3,58.4105,0,High Engagement,0
CUST_01412,12.0,10.0,1,172.64,50.491,1,Low Engagement,0
CUST_01413,23.0,16.0,1,1066.74,84.5135,0,High Engagement,1
CUST_01414,6.0,5.0,1,119.27,17.1655,1,Low Engagement,0
CUST_01415,11.0,7.0,1,15.73,27.803999999999995,1,Low Engagement,0
CUST_01416,20.0,6.0,1,30.54,37.780499999999996,1,Low Engagement,0
CUST_01417,18.0,8.0,1,265.1,52.0645,0,High Engagement,0
CUST_01418,13.0,7.0,1,41.21,32.577999999999996,1,Low Engagement,0
CUST_01419,9.0,8.0,1,102.22,32.639,1,Low Engagement,0
CUST_01420,8.0,8.0,1,102.9,30.739499999999996,1,Low Engagement,0
CUST_01421,19.0,13.0,1,1361.17,79.484,0,High Engagement,1
CUST_01422,23.0,5.0,1,3275.64,55.6255,1,Low Engagement,0
CUST_01423,24.0,8.0,1,80.11,51.902499999999996,0,High Engagement,0
CUST_01424,11.0,12.0,1,227.36,56.89949999999999,0,High Engagement,0
CUST_01425,9.0,13.0,1,1889.26,64.6335,0,High Engagement,1
CUST_01426,16.0,8.0,1,649.88,53.9075,0,High Engagement,0
CUST_01427,12.0,9.0,1,988.2,54.3005,1,Low Engagement,0
CUST_01428,10.0,11.0,1,583.2,56.8215,0,High Engagement,0
CUST_01429,11.0,6.0,1,1964.52,41.478,1,Low Engagement,0
CUST_01430,18.0,8.0,1,74.19,46.2685,1,Low Engagement,0
CUST_01431,9.0,11.0,1,54.73,44.1995,1,Low Engagement,0
CUST_01432,9.0,7.0,1,24.69,24.323999999999998,1,Low Engagement,0
CUST_01433,12.0,6.0,1,99.94,29.830999999999996,1,Low Engagement,0
CUST_01434,7.0,13.0,1,1731.75,60.5955,0,High Engagement,0
CUST_01435,17.0,12.0,1,6291.0,78.23750000000001,2,Medium Engagement,0
CUST_01436,7.0,8.0,1,989.72,39.885000000000005,1,Low Engagement,0
CUST_01437,12.0,5.0,1,628.11,36.341,1,Low Engagement,0
CUST_01438,14.0,13.0,1,3503.98,75.02499999999999,0,High Engagement,1
CUST_01439,1.0,8.0,1,299.76,27.93,1,Low Engagement,0
CUST_01440,11.0,4.0,1,29.22,20.569499999999998,1,Low Engagement,0
CUST_01441,17.0,10.0,1,790.25,65.92,0,High Engagement,1
CUST_01442,5.0,10.0,1,67.86,34.162,1,Low Engagement,0
CUST_01443,12.0,12.0,1,2303.77,68.7125,0,High Engagement,1
CUST_01444,10.0,8.0,1,371.2,41.00899999999999,1,Low Engagement,0
CUST_01445,8.0,14.0,1,18.18,46.7595,0,High Engagement,0
CUST_01446,8.0,11.0,1,766.43,54.26,0,High Engagement,0
CUST_01447,10.0,11.0,1,51.56,45.9775,1,Low Engagement,0
CUST_01448,25.0,8.0,1,109.7,53.770499999999984,0,High Engagement,0
CUST_01449,16.0,12.0,1,292.47,66.66,0,High Engagement,1
CUST_01450,12.0,6.0,1,3630.11,44.69499999999999,1,Low Engagement,0
CUST_01451,20.0,13.0,1,3825.02,83.036,0,High Engagement,1
CUST_01452,15.0,6.0,1,124.16,35.9245,1,Low Engagement,0
CUST_01453,21.0,11.0,1,2542.78,78.0285,0,High Engagement,1
CUST_01454,9.0,10.0,1,216.61,45.961999999999996,1,Low Engagement,0
CUST_01455,11.0,5.0,1,128.13,26.635999999999992,1,Low Engagement,0
CUST_01456,27.0,6.0,1,567.28,54.42450000000001,0,High Engagement,0
CUST_01457,4.0,13.0,1,246.89,47.629999999999995,1,Low Engagement,0
CUST_01458,19.0,5.0,1,1332.14,49.8145,1,Low Engagement,0
CUST_01459,14.0,12.0,1,952.55,69.103,0,High Engagement,1
CUST_01460,10.0,11.0,1,387.74,54.88550000000001,0,High Engagement,0
CUST_01461,46.0,10.0,1,335.45,72.847,0,High Engagement,1
CUST_01462,5.0,9.0,1,1762.3,44.055499999999995,1,Low Engagement,0
CUST_01463,3.0,7.0,1,167.25,21.3495,1,Low Engagement,0
CUST_01464,18.0,10.0,1,159.16,59.2795,0,High Engagement,0
CUST_01465,5.0,13.0,1,197.25,47.7575,0,High Engagement,0
CUST_01466,16.0,12.0,1,577.2,69.95599999999999,0,High Engagement,1
CUST_01467,14.0,6.0,1,1142.85,44.8855,1,Low Engagement,0
CUST_01468,3.0,7.0,1,333.2,24.839499999999997,1,Low Engagement,0
CUST_01469,29.0,15.0,1,160.15,77.94800000000001,0,High Engagement,1
CUST_01470,8.0,6.0,1,1041.73,33.56249999999999,1,Low Engagement,0
CUST_01471,14.0,6.0,1,529.58,41.5135,1,Low Engagement,0
CUST_01472,38.0,6.0,1,1439.69,60.9865,0,High Engagement,0
CUST_01473,33.0,4.0,1,1968.83,57.1315,0,High Engagement,0
CUST_01474,36.0,8.0,1,266.75,61.3535,0,High Engagement,1
CUST_01475,15.0,9.0,1,596.12,56.97399999999999,0,High Engagement,0
CUST_01476,17.0,13.0,1,404.29,71.69149999999999,0,High Engagement,1
CUST_01477,8.0,11.0,1,214.26,47.908,1,Low Engagement,0
CUST_01478,9.0,10.0,1,108.44,42.614,1,Low Engagement,0
CUST_01479,24.0,8.0,1,845.25,63.0945,0,High Engagement,1
CUST_01480,25.0,8.0,1,3433.37,68.07849999999999,0,High Engagement,1
CUST_01481,7.0,10.0,1,33.48,35.37199999999999,1,Low Engagement,0
CUST_01482,9.0,5.0,1,842.39,32.007999999999996,1,Low Engagement,0
CUST_01483,20.0,18.0,1,340.45,77.0245,0,High Engagement,1
CUST_01484,5.0,9.0,1,996.79,41.963499999999996,1,Low Engagement,0
CUST_01485,18.0,9.0,1,141.08,53.981,0,High Engagement,0
CUST_01486,8.0,8.0,1,97.46,30.5075,1,Low Engagement,0
CUST_01487,20.0,10.0,1,3045.68,73.5885,0,High Engagement,1
CUST_01488,25.0,6.0,1,2780.35,59.27349999999999,0,High Engagement,0
CUST_01489,9.0,8.0,1,106.17,32.827,1,Low Engagement,0
CUST_01490,11.0,11.0,1,179.43,52.771499999999996,0,High Engagement,0
CUST_01491,27.0,6.0,1,350.68,52.0965,0,High Engagement,0
CUST_01492,31.0,9.0,1,183.3,63.46449999999999,0,High Engagement,1
CUST_01493,11.0,13.0,1,200.88,58.3735,0,High Engagement,0
CUST_01494,16.0,11.0,1,474.06,66.068,0,High Engagement,1
CUST_01495,8.0,6.0,1,45.4,19.760499999999997,1,Low Engagement,0
CUST_01496,6.0,13.0,1,75.51,44.846999999999994,1,Low Engagement,0
CUST_01497,8.0,16.0,1,67.64,50.3965,0,High Engagement,0
CUST_01498,14.0,14.0,1,2470.44,75.57450000000001,0,High Engagement,1
CUST_01499,11.0,7.0,1,179.31,34.449999999999996,1,Low Engagement,0
CUST_01500,5.0,7.0,1,58.16,19.308,1,Low Engagement,0
CUST_01501,2.0,13.0,1,4051.08,56.589499999999994,0,High Engagement,0
CUST_01502,6.0,8.0,1,1159.39,38.892500000000005,1,Low Engagement,0
CUST_01503,20.0,10.0,1,216.39,62.82049999999999,0,High Engagement,1
CUST_01504,21.0,11.0,1,1897.1,77.3325,0,High Engagement,1
CUST_01505,24.0,9.0,1,654.07,66.935,0,High Engagement,1
CUST_01506,15.0,9.0,1,30.23,44.88999999999999,1,Low Engagement,0
CUST_01507,37.0,11.0,1,43.56,67.699,0,High Engagement,1
CUST_01508,11.0,9.0,1,2079.0,55.003499999999995,1,Low Engagement,0
CUST_01509,13.0,7.0,1,1182.84,47.116,1,Low Engagement,0
CUST_01510,12.0,6.0,1,58.63,28.035,1,Low Engagement,0
CUST_01511,8.0,7.0,1,141.87,27.596500000000002,1,Low Engagement,0
CUST_01512,16.0,9.0,1,674.86,59.123999999999995,0,High Engagement,0
CUST_01513,3.0,11.0,1,323.22,43.001,1,Low Engagement,0
CUST_01514,19.0,6.0,1,5803.08,55.564499999999995,2,Medium Engagement,0
CUST_01515,22.0,6.0,1,3102.36,57.252,0,High Engagement,0
CUST_01516,23.0,8.0,1,453.89,59.3365,0,High Engagement,0
CUST_01517,7.0,9.0,1,959.12,44.7315,1,Low Engagement,0
CUST_01518,8.0,10.0,1,2782.36,54.622499999999995,0,High Engagement,0
CUST_01519,16.0,3.0,1,19.61,27.866499999999995,1,Low Engagement,0
CUST_01520,10.0,7.0,1,37.54,26.918,1,Low Engagement,0
CUST_01521,22.0,8.0,1,119.0,51.989,0,High Engagement,0
CUST_01522,12.0,14.0,1,1277.3,70.216,0,High Engagement,1
CUST_01523,9.0,6.0,1,42.77,21.542,1,Low Engagement,0
CUST_01524,11.0,8.0,1,511.01,44.419,1,Low Engagement,0
CUST_01525,17.0,14.0,1,178.76,68.81700000000001,0,High Engagement,1
CUST_01526,6.0,12.0,1,169.92,46.353,1,Low Engagement,0
CUST_01527,37.0,9.0,1,65.91,60.224999999999994,0,High Engagement,0
CUST_01528,22.0,8.0,1,510.29,59.172999999999995,0,High Engagement,0
CUST_01529,9.0,14.0,1,8958.5,68.27499999999999,2,Medium Engagement,0
CUST_01530,8.0,15.0,1,4879.14,66.5995,2,Medium Engagement,0
CUST_01531,7.0,11.0,1,325.34,48.2695,1,Low Engagement,0
CUST_01532,12.0,7.0,1,169.18,36.053,1,Low Engagement,0
CUST_01533,6.0,12.0,1,222.64,47.62499999999999,1,Low Engagement,0
CUST_01534,12.0,14.0,1,247.05,62.548,0,High Engagement,1
CUST_01535,11.0,6.0,1,617.64,36.982,1,Low Engagement,0
CUST_01536,5.0,10.0,1,452.51,42.937999999999995,1,Low Engagement,0
CUST_01537,10.0,6.0,1,2221.04,39.959999999999994,1,Low Engagement,0
CUST_01538,8.0,14.0,1,1851.4,63.9115,0,High Engagement,1
CUST_01539,14.0,8.0,1,1549.86,54.4345,1,Low Engagement,0
CUST_01540,5.0,14.0,1,145.64,47.541,0,High Engagement,0
CUST_01541,4.0,15.0,1,1306.92,57.4515,0,High Engagement,0
CUST_01542,10.0,12.0,1,191.72,54.1855,0,High Engagement,0
CUST_01543,13.0,8.0,1,581.44,48.679,1,Low Engagement,0
CUST_01544,11.0,9.0,1,1898.04,54.7755,1,Low Engagement,0
CUST_01545,9.0,7.0,1,59.02,26.08,1,Low Engagement,0
CUST_01546,14.0,6.0,1,745.35,43.0935,1,Low Engagement,0
CUST_01547,6.0,10.0,1,29.91,33.5835,1,Low Engagement,0
CUST_01548,5.0,8.0,1,247.56,30.255000000000003,1,Low Engagement,0
CUST_01549,4.0,15.0,1,1880.11,58.6755,0,High Engagement,0
CUST_01550,15.0,4.0,1,234.96,34.88,1,Low Engagement,0
CUST_01551,36.0,12.0,1,604.45,82.06199999999998,0,High Engagement,1
CUST_01552,7.0,6.0,1,39.39,17.62,1,Low Engagement,0
CUST_01553,5.0,5.0,1,922.74,25.688,1,Low Engagement,0
CUST_01554,20.0,14.0,1,2062.96,82.9975,0,High Engagement,1
